306;ВАК-СТОМ.М;улица Свободы, 99к1;http://lookmedbook.ru/clinic/vak-stomm
340;МНТК Микрохирургия глаза Лечебно-диагностическое отделение;Гончарный пер., 5, ГДБ № 8, поликлиника № 2;http://lookmedbook.ru/clinic/mntk-mikrohirurgiya-glaza-lechebno-diagnosticheskie-otdelenie
411;Лечебно-диагностический центр международного института биологических систем имени Березина;Московское ш., 144а;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina
422;Медицинский Центр «Веста-НН»;ул. Октябрьской Революции, 74;http://lookmedbook.ru/clinic/medicinskiy-centr-vesta-nn
433;Фесфарм НН ;ул. Васенко, 11а;http://lookmedbook.ru/clinic/fesfarm-nn-filial-v-g-nizhnem-novgorode
452;Частная стоматологическая клиника Волоховой;ул. Рождественская, 28д;http://lookmedbook.ru/clinic/chastnaya-stomatologicheskaya-klinika-volohovoy-as
513;Клиника Доктор Ч;Выборгское ш., 23, корп.2;http://lookmedbook.ru/clinic/klinika-doktor-ch
778;Клиника пластической хирургии Пшонкиной;Лесная улица 6/1;http://lookmedbook.ru/clinic/klinika-plasticheskoy-hirurgii-pshonkinoy-syu
788;Клиника «МРТ-24»;улица Островитянова, 1с9;http://lookmedbook.ru/clinic/diagnosticheskiy-centr-mrt0
805;«СМ-Клиника»;ул. Космонавта Волкова, 9/2;http://lookmedbook.ru/clinic/sm-klinika0/sm-klinika1
834;Лечебно-диагностический центр Международного института биологических систем имени Березина;ул. Медгородок, 8а;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina0
896;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Нахимова, 55;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina1
1066;Детская клиника неврологии и ортопедии Европэд ;ул. Маршала Жукова, 22;http://lookmedbook.ru/clinic/evroped-detskaya-klinika-nevrologii-i-ortopedii
1118;Волгоградский флебологический центр профессора Ларина;ул. Авиаторская, 1б;http://lookmedbook.ru/clinic/volgogradskiy-flebologicheskiy-centr-professora-larina-si
1124;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Ополченская, 8;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina2
1146;Стоматологическая клиника доктора Борисова Улыбка;Волгоградская обл., Краснослободск г., ул. Ленина, 19;http://lookmedbook.ru/clinic/stomatologicheskaya-klinika-doktora-borisova-dv-ulybka
1192;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Сун Ят-Сена, 62, больница РЖД;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina3
1219;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Аркылы, 21;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina4
1406;Клиника Ухо Горло Нос имени профессора Оленевой;ул. Клары Цеткин, 9;http://lookmedbook.ru/clinic/klinika-uho-gorlo-nos-imeni-prof-olenevoy-en
1408;Центр Сурдологии и Слухопротезирования Аудиомедсервис;ул. Павла Соловьева, 9;http://lookmedbook.ru/clinic/audiomedservis-centr-surdologii-i-sluhoprotezirovaniya
1420;Диомид;ул. Адмирала Ушакова, 59/1;http://lookmedbook.ru/clinic/diomid-medicinskiy-centr-v-kirovskom-rayone
1422;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. КИМ, 2а;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina5
1460;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Стройкова, 96;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina6
1472;Областной стоматологический центр Дента-Люкс;Куйбышевское ш., 11;http://lookmedbook.ru/clinic/denta-lyuks-oblastnoy-stomatologicheskiy-centr
1479;Дорожная клиническая больница ;Суздальское ш., 21;http://lookmedbook.ru/clinic/dorozhnaya-klinicheskaya-bolnica-na-st-yaroslavl
1485;Медицинский центр Медин;Мурманский пр-д, 1а;http://lookmedbook.ru/clinic/medin-medicinskiy-centr
1495;Стоматология Белая орхидея ;Московский просп., 93;http://lookmedbook.ru/clinic/belaya-orhideya-stomatologiya
1496;Стоматологический кабинет Королева;ул. Труфанова, 36;http://lookmedbook.ru/clinic/stomatologicheskiy-kabinet-koroleva-lv
1520;Медицинский центр Новая поликлиника;ул. Металлургов, 44б;http://lookmedbook.ru/clinic/novaya-poliklinika-medicinskiy-centr
1538;Кафедра нейрохирургии Саратовского ГМУ имени Разумовского;ул. Хользунова, 19;http://lookmedbook.ru/clinic/kafedra-neyrohirurgii-saratovskogo-gmu-im-vi-razumovskogo
1548;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Большая Садовая, 137;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina7
1580;Лечебно-диагностический центр международного института биологических систем имени Березина;Львовский бул., 4;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina8
1776;НУЗ Узловая больница ;Кемеровская обл.,  ул. Стальского, 1;http://lookmedbook.ru/clinic/nuz-uzlovaya-bolnica-na-st-novokuzneck-rzhd
1780;Стоматологическая клиника Твоя УЛЫБКА;Кемеровская обл., Новокузнецк г., просп. Дружбы, 39;http://lookmedbook.ru/clinic/tvoya-ulybka-stomatologicheskaya-klinika
1785;Медицинский центр ЛеОМед;Кемеровская обл., Осинники г., ул. Советская, 1;http://lookmedbook.ru/clinic/leomed-medicinskiy-centr
1787;Оздоравливающий центр Солидар;Кемеровская обл., Новокузнецк г., просп. Строителей, 56/2;http://lookmedbook.ru/clinic/solidar-ozdoravlivayuschiy-centr
1790;Сеть стоматологий Фемели;Кемеровская обл., Новокузнецк г., просп. Шахтеров, 17;http://lookmedbook.ru/clinic/femeli-set-stomatologiy
1794;Стоматологическая клиника Дентекс;Кемеровская обл., Новокузнецк г., ул. Мичурина, 8;http://lookmedbook.ru/clinic/denteks-stomatologicheskaya-klinika
1796;Стоматологическая студия Максидент;Кемеровская обл., Новокузнецк г., ул. Сеченова, 28а, оф. 412. БЦ Меридиан;http://lookmedbook.ru/clinic/maksident-stomatologicheskaya-studiya
1797;Стоматологический кабинет ИП Бетехтина;Кемеровская обл., Новокузнецк г., ул. Тореза, 48;http://lookmedbook.ru/clinic/stomatologicheskiy-kabinet-ip-betehtina
1829;Стоматология имени доктора Горшенина Оптимум;ул. Холодильная, 65, стр. 3, каб. 201;http://lookmedbook.ru/clinic/stomatologiya-im-doktora-gorshenina-vi-optimum
1834;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Рабочая, 21, здание ж/д поликлиники;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina9
1840;Лечебно-диагностический медицинский центр Бион ;ул. Розы Люксембург, 39а;http://lookmedbook.ru/clinic/bion-lechebno-diagnosticheskiy-medicinskiy-centr
1857;Стоматологическая клиника Улыбка;ул. Смирнова, 38а;http://lookmedbook.ru/clinic/ulybka-stomatologicheskaya-klinika
1859;Стоматологическая клиника Дента эль ;просп. Кирова, 69;http://lookmedbook.ru/clinic/denta-el-stomatologicheskaya-klinika
1860;Центр травматологии ортопедии и эндопротезирования ;ул. Ляпидевского, 1/3;http://lookmedbook.ru/clinic/centr-travmatologii-ortopedii-i-endoprotezirovaniya-barnaul
1864;Клиника микрохирургии глаза Евростиль;ул. Молодежная, 3б;http://lookmedbook.ru/clinic/evrostil-klinika-mikrohirurgii-glaza
1868;Консультативно-диагностическая поликлиника Афродита;ул. Юрина, 299;http://lookmedbook.ru/clinic/afrodita-konsultativno-diagnosticheskaya-poliklinika
1871;Лечебно-диагностический центр международного института биологических систем имени Березина;9 Января бул., 101;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina10
1873;Консультативно-диагностический центр Восток-Мед;ул. Шумакова, 16, эт. 1;http://lookmedbook.ru/clinic/vostok-med-konsultativno-diagnosticheskiy-centr
1876;Медицинский центр Юнитек;ул. Георгия Исакова, 127, вход с торца;http://lookmedbook.ru/clinic/yunitek-medicinskiy-centr
1887;Стоматологическая клиника Дэнталь-Эстетик;ул. Попова, 113;http://lookmedbook.ru/clinic/dental-estetik-stomatologicheskaya-klinika
1892;Клиника детского здоровья Айболит;просп. Молодежный, 8;http://lookmedbook.ru/clinic/aybolit-klinika-detskogo-zdorovya
1906;Медицинский центр Источник здоровья ;бул. Строителей, 53а, оф. 8;http://lookmedbook.ru/clinic/istochnik-zdorovya-medicinskiy-centr
1913;Ваш Стоматолог;бул. Строителей, 22;http://lookmedbook.ru/clinic/vash-stomatolog-stomatologicheskaya-klinika
1919;Владмедицина.ру;ул. Алеутская, 61;http://lookmedbook.ru/clinic/vladmedicinaru
1935;Медицинский центр Океан;ул. Садгородская, 21;http://lookmedbook.ru/clinic/okean-medicinskiy-centr
1947;Vladstom.ru;Океанский просп., 107;http://lookmedbook.ru/clinic/Vladstomru
1961;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Серова, 69;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina11
1963;Медицинский центр Экомед;ул. Пушкинская, 365;http://lookmedbook.ru/clinic/ekomed-medicinskiy-centr
2004;Стоматология Сити-Стом;ул. Кочнева, 14д;http://lookmedbook.ru/clinic/siti-stom-stomatologiya
2005;Стоматология Сити-Стом;ул. Советская, 10, корп.1;http://lookmedbook.ru/clinic/siti-stom-stomatologiya0
2064;Стоматологическая поликлиника № 1;просп. Гагарина, 13а;http://lookmedbook.ru/clinic/stomatologicheskaya-poliklinika-1-gorodskaya
2065;Стоматологическая поликлиника № 1;ул. Илекская, 80;http://lookmedbook.ru/clinic/stomatologicheskaya-poliklinika-1-gorodskaya0
2088;Медицинский центр имени Сперанского;Ульяновский просп., 4д;http://lookmedbook.ru/clinic/medicinskiy-centr-im-gn-speranskogo
2116;Клиника «Доктор Плюс» ;Люблинская улица, 157к2;http://lookmedbook.ru/clinic/doktor-plyus-lyublinskaya-157
2140;Клиника «Элегия»;Можайское шоссе, 4к1;http://lookmedbook.ru/clinic/elegiya-medicinskiy-centr
2164;Зуботехническая лаборатория ИП Гущин;ул. Зверева, 9а;http://lookmedbook.ru/clinic/zubotehnicheskaya-laboratoriya-ip-guschin-vyu
2178;Врач уролог Белов;ул. Постышева, 57/3, стр. И, оф. 5;http://lookmedbook.ru/clinic/vrach-urolog-belov-ab
2199;Православный медицинский центр в честь иконы Божьей Матери Нечаянная радость ;просп. Победы, 74;http://lookmedbook.ru/clinic/zdorove-v-chayke-medicinskiy-centr
2210;Микрохирургия глаза имени академика Федорова;просп. Тракторостроителей, 10;http://lookmedbook.ru/clinic/mikrohirurgiya-glaza-im-akademika-snfedorova
2233;Медицинский центр Dr Life;ул. Ворошилова, 10/1;http://lookmedbook.ru/clinic/medicinskiy-centr-Dr-Life
2234;Медицинский центр доктора Новикова;ул. Гагарина, 14;http://lookmedbook.ru/clinic/medicinskiy-centr-doktora-novikova-vg
2247;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Войтика, 2а;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina12
2280;Стоматологическая клиника Dr SaluS;ул. Жердева, 56;http://lookmedbook.ru/clinic/stomatologicheskaya-klinika-Dr-SaluS
2288;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Маяковского, 100;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina13
2292;Стоматологическая поликлиника;ул. Радищева, 109;http://lookmedbook.ru/clinic/stomatologicheskaya-poliklinika-g-kursk
2310;СПРАВКИ.ру ;Волгоградский просп., 32, корп.12;http://lookmedbook.ru/clinic/Spravkyru
2313;СПРАВКИ.ру;ул. Перерва, 54;http://lookmedbook.ru/clinic/Spravkyru0
2329;ФГБУ Федеральный центр травматологии ортопедии и эндопротезирования Министерства здравоохранения РФ;просп. Строителей, 29;http://lookmedbook.ru/clinic/fgbu-federalnyy-centr-travmatologii-ortopedii-i-endoprotezirovaniya-ministerstva-zdravoohraneniya-rf-g-smolensk
2338;Лечебно-диагностический центр международного института биологических систем имени Березина;Краснофлотский 1-й пер., 15;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina14
2349;Северный медицинский клинический центр имени Семашко Соломбальская поликлиника;ул. Адмиралтейская, 2;http://lookmedbook.ru/clinic/severnyy-medicinskiy-klinicheskiy-centr-im-na-semashko-solombalskaya-poliklinika
2350;Северный медицинский клинический центр имени Семашко Федерального медико-биологического агентства;Троицкий просп., 115;http://lookmedbook.ru/clinic/severnyy-medicinskiy-klinicheskiy-centr-im-na-semashko-federalnogo-mediko-biologicheskogo-agentstva
2376;Микрохирургия глаза имени академика Федорова;ул. им. Святослава Федорова, 5;http://lookmedbook.ru/clinic/mikrohirurgiya-glaza-im-akademika-snfedorova0
2392;Стоматология М. Клиник ;ул. Московская, 17;http://lookmedbook.ru/clinic/m-klinik
2399;Центр Бубновского;ул. Пластунская, 80в;http://lookmedbook.ru/clinic/centr-sm-bubnovskogo
2410;Стоматологическая поликлиника № 4; ул. Партизанская, 12;http://lookmedbook.ru/clinic/stomatologicheskaya-poliklinika-4-gorodskaya-mbuz
2418;Кабинеты контактной коррекции зрения клиники МНТК Микрохирургия глаза;ул. Ленина, 56;http://lookmedbook.ru/clinic/mntk-mikrohirurgiya-glaza-kabinety-kontaktnoy-korrekcii-zreniya-kliniki
2419;МНТК Микрохирургия глаза Лечебно-диагностические отделение;ул. Ленина, 56;http://lookmedbook.ru/clinic/mntk-mikrohirurgiya-glaza-lechebno-diagnosticheskie-otdelenie0
2422;Лечебно-диагностический центр международного института биологических систем имени Березина;просп. Вагоностроителей, 12;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina15
2450;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Губкина, 46;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina16
2501;Медицинский центр имени Святослава Федорова;Садовая-Самотечная улица, 16с1;http://lookmedbook.ru/clinic/medicinskiy-centr-im-svyatoslava-fedorova
2510;Лечебно-диагностический центр международного института биологических систем имени Березина;Вологодская обл., Череповец г., ул. Комсомольская, 45;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina17
2526;МНТК Микрохирургия глаза Лечебно-диагностические отделение;ул. Мира, 97;http://lookmedbook.ru/clinic/mntk-mikrohirurgiya-glaza-lechebno-diagnosticheskie-otdelenie1
2527;Медицинский центр Здоровье Клиника № 1;  ул. Северная, 20а ;http://lookmedbook.ru/clinic/medicinskiy-centr-zdorovya-klinika-1
2558;Лечебно-диагностический центр международного института биологических систем имени Березина;просп. Мира, 106, литера Б;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina18
2619;Спортивно-оздоровительный центр Бубновского;Цемдолина пос., ул. Ленина, 10;http://lookmedbook.ru/clinic/sportivno-ozdorovitelnyy-centr-sm-bubnovskogo
2639;Кабинет доктора Нехаева УЗИ и эндоскопия;ул. Советская, 51;http://lookmedbook.ru/clinic/kabinet-uzi-i-endoskopii
2665;Медицинский лечебно-диагностический центр Лекарь;ул. Челюскинцев, 9;http://lookmedbook.ru/clinic/lekar-medicinskiy-lechebno-diagnosticheskiy-centr
2672;Стоматологическая поликлиника № 1 Лечебно-хирургическое отделение;ул. Батюшкова, 9;http://lookmedbook.ru/clinic/stomatologicheskaya-poliklinika-10
2674;Стоматология ОртодентПрайм ;ул. Южакова, 3;http://lookmedbook.ru/clinic/ortodentpraym-stomatologiya
2706;Центр доктора Бубновского;ул. Гастелло, 73;http://lookmedbook.ru/clinic/centr-funkcionalnogo-vosstanovleniya-i-reabilitacii-doktora-sm-bubnovskogo
2717;Лечебно-диагностический центр международного института биологических систем имени Березина;ул. Маркса, 52;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina19
2740;Стоматология Stomatmaster.ru;ул. Волкова, 206;http://lookmedbook.ru/clinic/stomatologiya-doktora-mironova-Stomatmasterru
2744;КГБУЗ Городская больница № 3 Стационар;ул. Копровая, 8;http://lookmedbook.ru/clinic/kgbuz-gorodskaya-bolnica-3
2756;Стоматологическая клиника «SPECTRA-VIP» ;Петровский переулок, 5с4;http://lookmedbook.ru/clinic/SPECTRA-VIP-petrovskiy-pereulok-5
2761;Детский медицинский центр имени Святослава Федорова;Новослободская улица, 31с1;http://lookmedbook.ru/clinic/detskiy-medicinskiy-centr-im-svyatoslava-fedorova
2776;Медицинский центр доктора Бубновского;Республика Татарстан, Нижнекамск г., просп. Химиков, 18г;http://lookmedbook.ru/clinic/medicinskiy-centr-doktora-bubnovskogo-sm
2785;Лечебно-диагностический центр международного института биологических систем имени Березина;Белгородская обл., Старооскольский р-н, Старый Оскол г., ул. Пролетарская, 23а, тер. стационара ЦРБ;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina20
2786;Лечебно-диагностический центр международного института биологических систем имени Березина;Белгородская обл., Старооскольский р-н, Старый Оскол г., ул. Комсомольская, 81/14;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina21
2808;Лечебно-диагностический центр международного института биологических систем имени Березина;Нижний Новгород, ул. Героя Юрия Смирнова, 71;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina22
2853;Стоматология для всей семьи;ул. Стратилатовская, 16;http://lookmedbook.ru/clinic/filial-stomatologiya-dlya-vsey-semi-na-ul-stratilatovskoy
2963;Медицинский центр альтернативного лечения доктора Завидного;разъезд Лермонтовский, корп.2, Санаторий Лесная поляна;http://lookmedbook.ru/clinic/medicinskiy-centr-alternativnogo-lecheniya-doktora-zavidnogo-oi
2969;ИП Завидная;Ставропольский край, Пятигорск г., ул. 295 Стрелковой Дивизии, 19а, каб. 4;http://lookmedbook.ru/clinic/ip-zavidnaya-tn
2988;Национальный диагностический центр НДЦ-Щелково;Московская обл., Щелковский р-н,  ул. Фабричная, 1;http://lookmedbook.ru/clinic/nacionalnyy-diagnosticheskiy-centr-ndc-schelkovo
3006;ИП Большакова;Московская обл., Фрязино г., ул. Ленина, 17;http://lookmedbook.ru/clinic/ip-bolshakova-os
3008;Центр доктора Бубновского ;Московская обл., горрод  Мишина пр-д, 12б;http://lookmedbook.ru/clinic/centr-doktora-bubnovskogo-g-serpuhov-osoboe-podrazdelenie
3011;МЦК-3 ;Московская обл., Серпухов г., ул. Весенняя, 2;http://lookmedbook.ru/clinic/mck-3-g-serpuhov
3041;Клиника Федерального научного центра гигиены имени Эрисмана;Московская обл., Мытищинский р-н, ул. Семашко, 2;http://lookmedbook.ru/clinic/klinika-federalnogo-nauchnogo-centra-gigieny-im-ff-erismana
3104;Стоматолог Александрова;Московская обл., Балашиха г., ш. Энтузиастов, 62, эт. 4, каб. 414;http://lookmedbook.ru/clinic/stomatolog-aleksandrova-ns
3109;Главный Военный Клинический Госпиталь имени Академика Бурденко филиал № 3;Московская обл., Балашихинский р-н, Железнодорожный г., ул. Адмирала Горшкова, 4;http://lookmedbook.ru/clinic/glavnyy-voennyy-klinicheskiy-gospital-im-akademika-burdenko-nn-f-l-3
3133;Главный Военный Клинический Госпиталь имени Академика Бурденко филиал № 2;Московская обл., Одинцово г., ул. Маршала Бирюзова, 1;http://lookmedbook.ru/clinic/glavnyy-voennyy-klinicheskiy-gospital-im-akademika-burdenko-nn-f-l-2
3189;Д.Вита.Дент;Москва, ул.Инженера Гарина, 90;http://lookmedbook.ru/clinic/d-vita-dent
3231;VAK-Stom.M;Москва, ул. Свободы, 99, корп.1;http://lookmedbook.ru/clinic/VAK-StomM0
3246;3 Центральный Военный Клинический Госпиталь имени Вишневского флиал № 2;Москва, ул. Левобережная, 5;http://lookmedbook.ru/clinic/3-centralnyy-voennyy-klinicheskiy-gospital-im-vishnevskogo-aa-f-l-2
3343;Клиника восстановительного лечения;Московская обл., Королев г., Первомайский микрорайон, ул. Хвойная, 3;http://lookmedbook.ru/clinic/klinika-vosstanovitelnogo-lecheniya-g-korolev
3360;Novomed07.ru;ул. Кабардинская, 155;http://lookmedbook.ru/clinic/Novomed07ru
3384;Лечебно-диагностический центр международного института биологических систем имени Березина;Ростов-на-Дону, Коммунистический просп., 39;http://lookmedbook.ru/clinic/lechebno-diagnosticheskiy-centr-mezhdunarodnogo-instituta-biologicheskih-sistem-im-sm-berezina23
3477;МедАлюкс;ул. 1-я Новокузьминская, д. 19;http://lookmedbook.ru/clinic/medalyuks-ryazanskiy-prospekt
3483;Клиника «Роса»;улица Гвоздева, 5;http://lookmedbook.ru/clinic/psihonevrologicheskaya-klinika-rosa
3513;Медицинский центр репродукции «Линия Жизни»;Можайское шоссе, д.16;http://lookmedbook.ru/clinic/centr-reprodukcii-liniya-zhizni
3522;Клиника «АлкоМед»;ул. Барклая, 13с1;http://lookmedbook.ru/clinic/alkomed-ul-barklaya-
3523;Клиника «АлкоМед»;ул. Первомайская, 58Б;http://lookmedbook.ru/clinic/alkomed-ul-pervomayskaya
3531;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Авиамоторная, 41Б;http://lookmedbook.ru/clinic/medcentrservis-m-aviamotornaya
3534;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Черняховского, 8;http://lookmedbook.ru/clinic/medcentrservis-m-aeroport
3538;Клиника «МЕДЦЕНТРСЕРВИС»;ул. 1-я Тверская-Ямская, 29;http://lookmedbook.ru/clinic/medcentrservis-m-belorusskaya
3540;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Миклухо-Маклая, 43;http://lookmedbook.ru/clinic/medcentrservis-m-belyaevo
3541;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Земляной вал, 38/40с6;http://lookmedbook.ru/clinic/medcentrservis-m-kurskaya
3542;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Новомарьинская, 32;http://lookmedbook.ru/clinic/medcentrservis-m-marino
3543;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Полярная, 32;http://lookmedbook.ru/clinic/medcentrservis-m-medvedkovo
3544;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Гарибальди, 36;http://lookmedbook.ru/clinic/medcentrservis-m-novye-cheremushki
3545;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Пр. Вернадского, 37к1а;http://lookmedbook.ru/clinic/medcentrservis-m-pr-vernadskogo
3546;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Главмосстроя, 7;http://lookmedbook.ru/clinic/medcentrservis-mkr-solncevo
3547;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Селиверстов переулок, 8;http://lookmedbook.ru/clinic/medcentrservis-m-suharevskaya
3548;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Нижняя Радищевская, 14/2;http://lookmedbook.ru/clinic/medcentrservis-m-taganskaya
3549;Клиника «МЕДЦЕНТРСЕРВИС»;ул. 1905 года, 21;http://lookmedbook.ru/clinic/medcentrservis-m-ulica-1905-goda
3550;Клиника «МЕДЦЕНТРСЕРВИС»;ул. Россошанская, 4к1;http://lookmedbook.ru/clinic/medcentrservis-m-ulica-akademika-yangelya
3555;Медицинский центр психического развития и психоаналитического исследования детей подростков и взрослых;Кутузовский проспект, 34;http://lookmedbook.ru/clinic/klinicheskiy-centr-psihicheskogo-razvitiya-i-psihoanaliticheskogo-issledovaniya-detey-podrostkov-i-vzroslyh
3629;Клиника «Элегия» ;ул. Мневники,13к1;http://lookmedbook.ru/clinic/medicinskiy-centr-elegiya-zabota
3659;ГБУЗ МО МОНИКИ имени Владимирского;ул. Щепкина, 61/2;http://lookmedbook.ru/clinic/gbuz-mo-moniki-im-mf-vladimirskogo
3661;Медицинский центр репродукции «Линия Жизни»;ул. Садовая-Черногрязская, 11/2;http://lookmedbook.ru/clinic/medicinskiy-centr-reprodukcii-liniya-zhizni-mkrasnye-vorota
3671;Клиника «Роса»;проезд Серебрякова, 4с3;http://lookmedbook.ru/clinic/klinika-rosa-m-botanicheskiy-sad
